index,quote,tags
1270,"There comes a time when we realize that our parents cannot save themselves or save us, that everyone who wades through time eventually gets dragged out to sea by the undertow- that, in short, we are all going.",death;inspirational
1271,Believe in yourself and there will come a day when others will have no choice but to believe with you.,confidence;inspirational
1272,"If you're not comfortable enough with yourself or with your own truth when entering a relationship, then you're not ready for that relationship.",inspirational;life;love;relationship;self-knowledge;truth
1273,Why are you trying so hard to fit in when you were born to stand out?,fitting-in;inspirational;love-yourself
1274,Berhenti bercita-cita adalah tragedi terbesar dalam hidup manusia,inspirational
1275,"Life is painful. It has thorns, like the stem of a rose. Culture and art are the roses that bloom on the stem. The flower is yourself, your humanity. Art is the liberation of the humanity inside yourself.",buddhism;destiny;happiness;humanism;inspirational;karma;peace;self-reformation
1276,"Be an Encourager: When you encourage others, you boost their self-esteem, enhance their self-confidence, make them work harder, lift their spirits and make them successful in their endeavors. Encouragement goes straight to the heart and is always available. Be an encourager. Always.",encourage;encouragement;heart;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;self-confidence;self-esteem;success
1277,What if I mess up?,inspirational;life
1278,"No matter how much experience you have, there’s always something new you can learn and room for improvement.",experience;improvement;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;learning;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
1279,"Once upon a time, there was a wise man who used to go to the ocean to do his writing. He had a habit of walking on the beach before he began his work",inspirational;make-a-difference;starfish;wise
1280,"I don't know, I don't want to talk as much. (...) It's nicer to think dear, pretty thoughts and keep them in one's heart, like treasures. I don't like to have them laughed at or wondered over.",anne-of-green-gables;inspirational;thoughts
1281,"I wonder,” he said, “whether the stars are set alight in heaven so that one day each one of us may find his own again...",inspirational;lovely
1282,"The second thing you have to do to be a writer is to keep on writing. Don't listen to people who tell you that very few people get published and you won't be one of them. Don't listen to your friend who says you are better that Tolkien and don't have to try any more. Keep writing, keep faith in the idea that you have unique stories to tell, and tell them. I meet far too many people who are going to be writers 'someday.' When they are out of high school, when they've finished college, after the wedding, when the kids are older, after I retire . . . That is such a trap You will never have any more free time than you do right now. So, whether you are 12 or 70, you should sit down today and start being a writer if that is what you want to do. You might have to write on a notebook while your kids are playing on the swings or write in your car on your coffee break. That's okay. I think we've all 'been there, done that.' It all starts with the writing.",inspirational;writing
1283,"To write is human, to edit is divine.",inspirational
1284,"Yes, I have tricks in my pocket, I have things up my sleeve. But I am the opposite of a stage magician. He gives you illusion that has the appearance of truth. I give you truth in the pleasant disguise of illusion.",humor;inspirational
1285,The man who writes about himself and his own time is the only man who writes about all people and all time.,inspirational;universal-truths
1286,God save us from religion.,inspirational;organized-religion;savior
1287,It is only with true love and compassion that we can begin to mend what is broken in the world. It is these two blessed things that can begin to heal all broken hearts.,blessings;broken-heart;compassion;inspirational;kindness;love;true-love
1288,"After sleeping through a hundred million centuries we have finally opened our eyes on a sumptuous planet, sparkling with color, bountiful with life. Within decades we must close our eyes again. Isn’t it a noble, an enlightened way of spending our brief time in the sun, to work at understanding the universe and how we have come to wake up in it? This is how I answer when I am asked—as I am surprisingly often—why I bother to get up in the mornings.",beauty;color;enlightened;inspirational;meaning;motivational;questions;sleep
1289,Nothing's a better cure for writer's block than to eat ice cream right out of the carton.,humor;inspirational;writing
1290,"But the effect of her being on those around her was incalculably diffusive: for the growing good of the world is partly dependent on unhistoric acts; and that things are not so ill with you and me as they might have been, is half owing to the number who lived faithfully a hidden life, and rest in unvisited tombs.",inspirational;life;thoughtful
